title,author,publisher,description,new_this_week,weeks_on_list,isbn,image_url,scrape_date
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,11.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2020-02-25
WHITE FRAGILITY,Robin DiAngelo,Beacon Press,Historical and cultural analyses on what causes defensive moves by white people and how this inhibits cross-racial dialogue.,True,8.0,0807047414,https://storage.googleapis.com/du-prd/books/images/9780807047415.jpg,2020-02-25
TO SHAKE THE SLEEPING SELF,Jedidiah Jenkins,Convergent,"The son of conservative Christians cycles from Oregon to Patagonia, reconciling his sexuality with his upbringing.",True,2.0,1524761389,https://storage.googleapis.com/du-prd/books/images/9781524761387.jpg,2020-02-25
THE MAMBA MENTALITY,Kobe Bryant,"Melcher Media/MCD/Farrar, Straus & Giroux",Various skills and techniques used on the court by the late Los Angeles Lakers player.,True,7.0,0374201234,https://storage.googleapis.com/du-prd/books/images/9780374201234.jpg,2020-03-03
DARK TOWERS,David Enrich,Custom House,The New York Times finance editor traces the history and illicit dealings of Deutsche Bank.,True,,0062878816,https://storage.googleapis.com/du-prd/books/images/9780062878816.jpg,2020-03-03
OPEN BOOK,Jessica Simpson with Kevin Carr O’Leary,Dey St.,"The singer, actress and fashion designer discloses times of success, trauma and addiction.",True,3.0,0062899961,https://storage.googleapis.com/du-prd/books/images/9780062899965.jpg,2020-03-03
A VERY STABLE GENIUS,Philip Rucker and Carol Leonnig,Penguin Press,The Pulitzer Prize-winning journalists use firsthand accounts to chart patterns of behavior within the Trump administration.,True,5.0,1984877496,https://storage.googleapis.com/du-prd/books/images/9781984877499.jpg,2020-03-03
UN-TRUMPING AMERICA,Dan Pfeiffer,Twelve,A former senior advisor to President Obama offers suggestions for Democrats.,True,,1538733552,https://storage.googleapis.com/du-prd/books/images/9781538733554.jpg,2020-03-03
UNTIL THE END OF TIME,Brian Greene,Knopf,"A physicist gives an overview of how we got here, where we are and directions we might go.",True,,1524731676,https://storage.googleapis.com/du-prd/books/images/9781524731670.jpg,2020-03-03
EDUCATED,Tara Westover,Random House,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",True,105.0,0399590501,https://storage.googleapis.com/du-prd/books/images/9780399590504.jpg,2020-03-03
PROFILES IN CORRUPTION,Peter Schweizer,Harper,The author of “Clinton Cash” gives his evaluations of members of the Democratic Party.,True,5.0,006289790X,https://storage.googleapis.com/du-prd/books/images/9780062897909.jpg,2020-03-03
ON TYRANNY,Timothy Snyder,Tim Duggan,Twenty lessons from the 20th century about the course of tyranny.,True,21.0,0804190119,https://storage.googleapis.com/du-prd/books/images/9780804190114.jpg,2020-03-03
JUST MERCY,Bryan Stevenson,Spiegel & Grau,A law professor and MacArthur grant recipient’s memoir of his decades of work to free innocent people condemned to death.,True,26.0,0812994523,https://storage.googleapis.com/du-prd/books/images/9780812994520.jpg,2020-03-03
TALKING TO STRANGERS,Malcolm Gladwell,"Little, Brown",Famous examples of miscommunication serve as the backdrop to explain potential conflicts and misunderstandings.,True,24.0,0316478520,https://storage.googleapis.com/du-prd/books/images/9780316478526.jpg,2020-03-03
SAPIENS,Yuval Noah Harari,Harper,How Homo sapiens became Earth’s dominant species.,True,95.0,0062316095,https://storage.googleapis.com/du-prd/books/images/9780062316097.jpg,2020-03-03
BECOMING,Michelle Obama,Crown,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent.",True,64.0,1524763136,https://storage.googleapis.com/du-prd/books/images/9781524763138.jpg,2020-03-03
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,12.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2020-03-03
YOU NEVER FORGET YOUR FIRST,Alexis Coe,Viking,A newly researched biography of George Washington.,True,,0735224102,https://storage.googleapis.com/du-prd/books/images/9780735224100.jpg,2020-03-03
THE SPLENDID AND THE VILE,Erik Larson,Crown,An examination of the leadership of the prime minister Winston Churchill.,True,,0385348711,https://storage.googleapis.com/du-prd/books/images/9780385348713.jpg,2020-03-10
THE MAMBA MENTALITY,Kobe Bryant,"Melcher Media/MCD/Farrar, Straus & Giroux",Various skills and techniques used on the court by the late Los Angeles Lakers player.,True,8.0,0374201234,https://storage.googleapis.com/du-prd/books/images/9780374201234.jpg,2020-03-10
UNKNOWN VALOR,Martha MacCallum,Harper,The Fox News anchor weaves stories of combat veterans who fought during World War II.,True,,0062853856,https://storage.googleapis.com/du-prd/books/images/9780062853851.jpg,2020-03-10
THE HOPE OF GLORY,Jon Meacham,Convergent,The Pulitzer Prize-winning biographer delves into the seven last sayings of Jesus as recorded in the Gospels.,True,,0593236661,https://storage.googleapis.com/du-prd/books/images/9780593236666.jpg,2020-03-10
OPEN BOOK,Jessica Simpson with Kevin Carr O’Leary,Dey St.,"The singer, actress and fashion designer discloses times of success, trauma and addiction.",True,4.0,0062899961,https://storage.googleapis.com/du-prd/books/images/9780062899965.jpg,2020-03-10
EDUCATED,Tara Westover,Random House,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",True,106.0,0399590501,https://storage.googleapis.com/du-prd/books/images/9780399590504.jpg,2020-03-10
A VERY STABLE GENIUS,Philip Rucker and Carol Leonnig,Penguin Press,The Pulitzer Prize-winning journalists use firsthand accounts to chart patterns of behavior within the Trump administration.,True,6.0,1984877496,https://storage.googleapis.com/du-prd/books/images/9781984877499.jpg,2020-03-10
TALKING TO STRANGERS,Malcolm Gladwell,"Little, Brown",Famous examples of miscommunication serve as the backdrop to explain potential conflicts and misunderstandings.,True,25.0,0316478520,https://storage.googleapis.com/du-prd/books/images/9780316478526.jpg,2020-03-10
SAY NOTHING,Patrick Radden Keefe,Doubleday,A look at the conflict in Northern Ireland known as the Troubles.,True,10.0,0385521316,https://storage.googleapis.com/du-prd/books/images/9780385521314.jpg,2020-03-10
JUST MERCY,Bryan Stevenson,Spiegel & Grau,A law professor and MacArthur grant recipient’s memoir of his decades of work to free innocent people condemned to death.,True,27.0,0812994523,https://storage.googleapis.com/du-prd/books/images/9780812994520.jpg,2020-03-10
BECOMING,Michelle Obama,Crown,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent.",True,65.0,1524763136,https://storage.googleapis.com/du-prd/books/images/9781524763138.jpg,2020-03-10
UNTIL THE END OF TIME,Brian Greene,Knopf,"A physicist gives an overview of how we got here, where we are and directions we might go.",True,2.0,1524731676,https://storage.googleapis.com/du-prd/books/images/9781524731670.jpg,2020-03-10
THE BODY KEEPS THE SCORE,Bessel van der Kolk,Penguin,"How trauma affects the body and mind, and innovative treatments for recovery.",True,13.0,0670785938,https://storage.googleapis.com/du-prd/books/images/9780670785933.jpg,2020-03-10
PROFILES IN CORRUPTION,Peter Schweizer,Harper,The author of “Clinton Cash” gives his evaluations of members of the Democratic Party.,True,6.0,006289790X,https://storage.googleapis.com/du-prd/books/images/9780062897909.jpg,2020-03-10
SAPIENS,Yuval Noah Harari,Harper,How Homo sapiens became Earth’s dominant species.,True,96.0,0062316095,https://storage.googleapis.com/du-prd/books/images/9780062316097.jpg,2020-03-10
THE SPLENDID AND THE VILE,Erik Larson,Crown,An examination of the leadership of the prime minister Winston Churchill.,True,2.0,0385348711,https://storage.googleapis.com/du-prd/books/images/9780385348713.jpg,2020-03-17
THE MAMBA MENTALITY,Kobe Bryant,"Melcher Media/MCD/Farrar, Straus & Giroux",Various skills and techniques used on the court by the late Los Angeles Lakers player.,True,9.0,0374201234,https://storage.googleapis.com/du-prd/books/images/9780374201234.jpg,2020-03-17
UNKNOWN VALOR,Martha MacCallum,Harper,The Fox News anchor weaves stories of combat veterans who fought during World War II.,True,2.0,0062853856,https://storage.googleapis.com/du-prd/books/images/9780062853851.jpg,2020-03-17
EDUCATED,Tara Westover,Random House,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",True,107.0,0399590501,https://storage.googleapis.com/du-prd/books/images/9780399590504.jpg,2020-03-17
THE MAGA DOCTRINE,Charlie Kirk,Broadside,The founder of Turning Point U.S.A. espouses some ideas promulgated by President Trump.,True,,0062974688,https://storage.googleapis.com/du-prd/books/images/9780062974686.jpg,2020-03-17
OPEN BOOK,Jessica Simpson with Kevin Carr O’Leary,Dey St.,"The singer, actress and fashion designer discloses times of success, trauma and addiction.",True,5.0,0062899961,https://storage.googleapis.com/du-prd/books/images/9780062899965.jpg,2020-03-17
BECOMING,Michelle Obama,Crown,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent.",True,66.0,1524763136,https://storage.googleapis.com/du-prd/books/images/9781524763138.jpg,2020-03-17
SAPIENS,Yuval Noah Harari,Harper,How Homo sapiens became Earth’s dominant species.,True,97.0,0062316095,https://storage.googleapis.com/du-prd/books/images/9780062316097.jpg,2020-03-17
THE HOPE OF GLORY,Jon Meacham,Convergent,The Pulitzer Prize-winning biographer delves into the seven last sayings of Jesus as recorded in the Gospels.,True,2.0,0593236661,https://storage.googleapis.com/du-prd/books/images/9780593236666.jpg,2020-03-17
TALKING TO STRANGERS,Malcolm Gladwell,"Little, Brown",Famous examples of miscommunication serve as the backdrop to explain potential conflicts and misunderstandings.,True,26.0,0316478520,https://storage.googleapis.com/du-prd/books/images/9780316478526.jpg,2020-03-17
JOHN ADAMS UNDER FIRE,Dan Abrams and David Fisher,Hanover Square,How the man who became the second president served as the defense lawyer for the British soldiers who stood accused in the Boston Massacre in 1770.,True,,1335015922,https://storage.googleapis.com/du-prd/books/images/9781335015921.jpg,2020-03-17
A VERY STABLE GENIUS,Philip Rucker and Carol Leonnig,Penguin Press,The Pulitzer Prize-winning journalists use firsthand accounts to chart patterns of behavior within the Trump administration.,True,7.0,1984877496,https://storage.googleapis.com/du-prd/books/images/9781984877499.jpg,2020-03-17
JUST MERCY,Bryan Stevenson,Spiegel & Grau,A law professor and MacArthur grant recipient’s memoir of his decades of work to free innocent people condemned to death.,True,28.0,0812994523,https://storage.googleapis.com/du-prd/books/images/9780812994520.jpg,2020-03-17
SAY NOTHING,Patrick Radden Keefe,Doubleday,A look at the conflict in Northern Ireland known as the Troubles.,True,11.0,0385521316,https://storage.googleapis.com/du-prd/books/images/9780385521314.jpg,2020-03-17
DARK TOWERS,David Enrich,Custom House,The New York Times finance editor traces the history and illicit dealings of Deutsche Bank.,True,2.0,0062878816,https://storage.googleapis.com/du-prd/books/images/9780062878816.jpg,2020-03-17
UNTAMED,Glennon Doyle,Dial,The activist and public speaker describes her journey of listening to her inner voice.,True,,1984801252,https://storage.googleapis.com/du-prd/books/images/9781984801258.jpg,2020-03-24
THE SPLENDID AND THE VILE,Erik Larson,Crown,An examination of the leadership of the prime minister Winston Churchill.,True,3.0,0385348711,https://storage.googleapis.com/du-prd/books/images/9780385348713.jpg,2020-03-24
THE GIFT OF FORGIVENESS,Katherine Schwarzenegger Pratt,Pamela Dorman,"Stories, interviews and reflections on the act of letting go of resentment.",True,,1984878255,https://storage.googleapis.com/du-prd/books/images/9781984878250.jpg,2020-03-24
THE MAMBA MENTALITY,Kobe Bryant,"Melcher Media/MCD/Farrar, Straus & Giroux",Various skills and techniques used on the court by the late Los Angeles Lakers player.,True,10.0,0374201234,https://storage.googleapis.com/du-prd/books/images/9780374201234.jpg,2020-03-24
EDUCATED,Tara Westover,Random House,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",True,108.0,0399590501,https://storage.googleapis.com/du-prd/books/images/9780399590504.jpg,2020-03-24
BORN A CRIME,Trevor Noah,Spiegel & Grau,A memoir about growing up biracial in apartheid South Africa by the host of “The Daily Show.”,True,63.0,0399588175,https://storage.googleapis.com/du-prd/books/images/9780399588181.jpg,2020-03-24
OPEN BOOK,Jessica Simpson with Kevin Carr O’Leary,Dey St.,"The singer, actress and fashion designer discloses times of success, trauma and addiction.",True,6.0,0062899961,https://storage.googleapis.com/du-prd/books/images/9780062899965.jpg,2020-03-24
